timestamp_ms,timestamp_iso,status,response_time_ms,http_code,error
1769439183106,2026-01-26T06:53:03.106,failure,0.24,,Connection error: [Errno 111] Connection refused
1769439183156,2026-01-26T06:53:03.156,failure,0.23,,Connection error: [Errno 111] Connection refused
1769439183206,2026-01-26T06:53:03.206,failure,0.24,,Connection error: [Errno 111] Connection refused
1769439183256,2026-01-26T06:53:03.256,failure,0.15,,Connection error: [Errno 111] Connection refused
1769439183306,2026-01-26T06:53:03.306,failure,0.23,,Connection error: [Errno 111] Connection refused
1769439183356,2026-01-26T06:53:03.356,failure,0.23,,Connection error: [Errno 111] Connection refused
1769439183407,2026-01-26T06:53:03.407,failure,0.13,,Connection error: [Errno 111] Connection refused
1769439183457,2026-01-26T06:53:03.457,failure,0.23,,Connection error: [Errno 111] Connection refused
1769439183507,2026-01-26T06:53:03.507,failure,0.23,,Connection error: [Errno 111] Connection refused
1769439183557,2026-01-26T06:53:03.557,failure,0.24,,Connection error: [Errno 111] Connection refused
1769439183607,2026-01-26T06:53:03.607,failure,0.13,,Connection error: [Errno 111] Connection refused
1769439183657,2026-01-26T06:53:03.657,failure,0.23,,Connection error: [Errno 111] Connection refused
1769439183707,2026-01-26T06:53:03.707,failure,0.23,,Connection error: [Errno 111] Connection refused
1769439183758,2026-01-26T06:53:03.758,failure,0.23,,Connection error: [Errno 111] Connection refused
1769439183808,2026-01-26T06:53:03.808,failure,0.23,,Connection error: [Errno 111] Connection refused
1769439183858,2026-01-26T06:53:03.858,failure,0.23,,Connection error: [Errno 111] Connection refused
1769439183908,2026-01-26T06:53:03.908,failure,0.23,,Connection error: [Errno 111] Connection refused
1769439183958,2026-01-26T06:53:03.958,failure,0.24,,Connection error: [Errno 111] Connection refused
1769439184008,2026-01-26T06:53:04.008,failure,0.23,,Connection error: [Errno 111] Connection refused
1769439184058,2026-01-26T06:53:04.058,failure,0.23,,Connection error: [Errno 111] Connection refused
1769439184109,2026-01-26T06:53:04.109,failure,0.23,,Connection error: [Errno 111] Connection refused
1769439184159,2026-01-26T06:53:04.159,failure,0.23,,Connection error: [Errno 111] Connection refused
1769439184209,2026-01-26T06:53:04.209,failure,0.23,,Connection error: [Errno 111] Connection refused
1769439184259,2026-01-26T06:53:04.259,failure,0.23,,Connection error: [Errno 111] Connection refused
1769439184309,2026-01-26T06:53:04.309,failure,0.23,,Connection error: [Errno 111] Connection refused
1769439184359,2026-01-26T06:53:04.359,failure,0.23,,Connection error: [Errno 111] Connection refused
1769439184409,2026-01-26T06:53:04.409,failure,0.23,,Connection error: [Errno 111] Connection refused
1769439184460,2026-01-26T06:53:04.460,failure,0.23,,Connection error: [Errno 111] Connection refused
1769439184510,2026-01-26T06:53:04.510,failure,0.23,,Connection error: [Errno 111] Connection refused
1769439184560,2026-01-26T06:53:04.560,failure,0.23,,Connection error: [Errno 111] Connection refused
1769439184610,2026-01-26T06:53:04.610,failure,0.23,,Connection error: [Errno 111] Connection refused
1769439184660,2026-01-26T06:53:04.660,failure,0.13,,Connection error: [Errno 111] Connection refused
1769439184710,2026-01-26T06:53:04.710,failure,0.23,,Connection error: [Errno 111] Connection refused
1769439184760,2026-01-26T06:53:04.760,failure,0.23,,Connection error: [Errno 111] Connection refused
1769439184811,2026-01-26T06:53:04.811,failure,0.23,,Connection error: [Errno 111] Connection refused
1769439184861,2026-01-26T06:53:04.861,failure,0.23,,Connection error: [Errno 111] Connection refused
1769439184911,2026-01-26T06:53:04.911,failure,0.23,,Connection error: [Errno 111] Connection refused
1769439184961,2026-01-26T06:53:04.961,failure,0.23,,Connection error: [Errno 111] Connection refused
1769439185011,2026-01-26T06:53:05.011,failure,0.23,,Connection error: [Errno 111] Connection refused
1769439185061,2026-01-26T06:53:05.061,failure,0.23,,Connection error: [Errno 111] Connection refused
1769439185111,2026-01-26T06:53:05.111,failure,0.23,,Connection error: [Errno 111] Connection refused
1769439185162,2026-01-26T06:53:05.162,failure,0.23,,Connection error: [Errno 111] Connection refused
1769439185212,2026-01-26T06:53:05.212,failure,0.23,,Connection error: [Errno 111] Connection refused
1769439185262,2026-01-26T06:53:05.262,failure,0.23,,Connection error: [Errno 111] Connection refused
1769439185312,2026-01-26T06:53:05.312,failure,0.23,,Connection error: [Errno 111] Connection refused
1769439185362,2026-01-26T06:53:05.362,failure,0.24,,Connection error: [Errno 111] Connection refused
1769439185412,2026-01-26T06:53:05.412,failure,0.23,,Connection error: [Errno 111] Connection refused
1769439185462,2026-01-26T06:53:05.462,failure,0.23,,Connection error: [Errno 111] Connection refused
1769439185512,2026-01-26T06:53:05.512,failure,0.13,,Connection error: [Errno 111] Connection refused
1769439185563,2026-01-26T06:53:05.563,failure,0.23,,Connection error: [Errno 111] Connection refused
1769439185613,2026-01-26T06:53:05.613,failure,0.24,,Connection error: [Errno 111] Connection refused
1769439185663,2026-01-26T06:53:05.663,failure,0.23,,Connection error: [Errno 111] Connection refused
